Case_ID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
17500,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,0,0,0,0,2,0,3,1,55,23
17501,3,1,2,0,1,0.0,0.333,0.667,0.333,3,1,1.0,0.333,0,0,0,1,1,0,0,2,1,1,10,7
17502,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,0,0,0,2,0,1,6,5
17503,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,31,31
17504,12,9,3,1,0,0.083,0.0,0.25,0.75,2,1,0.167,0.083,2,5,0,0,0,0,0,12,0,7,107,4
17505,33,25,8,1,0,0.03,0.0,0.242,0.758,6,3,0.182,0.091,2,4,1,2,10,0,1,27,6,15,108,3
17506,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,3,24,23
17507,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,11,11
17508,10,9,1,0,0,0.0,0.0,0.1,0.9,0,0,0.0,0.0,0,1,0,0,9,0,0,10,0,0,52,19
17509,5,1,4,1,1,0.2,0.2,0.8,0.2,4,1,0.8,0.2,1,0,0,2,0,0,2,0,5,1,21,2
17510,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,9,7
17511,6,5,1,1,3,0.167,0.5,0.167,0.833,1,3,0.167,0.5,0,3,0,2,0,0,0,3,3,1,76,6
17512,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,0,1,1,1,1,0,93,1
17513,12,9,3,1,0,0.083,0.0,0.25,0.75,2,0,0.167,0.0,0,4,0,1,3,0,0,10,2,4,120,4
17514,6,2,4,2,0,0.333,0.0,0.667,0.333,2,0,0.333,0.0,2,2,0,1,0,0,1,3,3,2,173,3
17515,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
17516,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,104,6
17517,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,14,7
17518,9,5,4,1,1,0.111,0.111,0.444,0.556,3,1,0.333,0.111,0,2,0,6,0,0,1,2,7,0,76,4
17519,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,0,1,0,1,0,0,0,2,1,1,75,9
17520,7,2,5,5,2,0.714,0.286,0.714,0.286,6,2,0.857,0.286,4,1,0,5,0,0,0,1,6,1,38,2
17521,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,3,3
17522,7,5,2,0,2,0.0,0.286,0.286,0.714,1,2,0.143,0.286,0,3,0,1,3,0,0,6,1,0,42,7
17523,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,0,1,0,1,0,0,0,1,2,1,39,5
17524,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,26,26
17525,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,120,21
17526,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,0,0,2,0,0,0,0,2,0,11,2
17527,7,1,6,3,0,0.429,0.0,0.857,0.143,6,1,0.857,0.143,1,2,0,3,0,0,0,4,3,2,21,3
17528,3,3,0,1,2,0.333,0.667,0.0,1.0,2,2,0.667,0.667,0,0,0,1,0,0,0,2,1,2,42,6
17529,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,63,43
17530,8,4,4,1,1,0.125,0.125,0.5,0.5,2,1,0.25,0.125,1,1,0,1,0,0,0,6,2,6,50,2
17531,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,21,21
17532,38,31,7,1,2,0.026,0.053,0.184,0.816,4,2,0.105,0.053,4,0,0,0,31,0,1,34,4,6,112,0
17533,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,36,36
17534,14,5,9,1,1,0.071,0.071,0.643,0.357,2,1,0.143,0.071,1,1,0,9,1,1,0,4,10,2,173,6
17535,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,73,35
17536,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,32,32
17537,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,13,13
17538,4,2,2,0,0,0.0,0.0,0.5,0.5,2,0,0.5,0.0,1,1,0,1,1,0,0,2,2,1,49,7
17539,14,12,2,6,6,0.429,0.429,0.143,0.857,9,9,0.643,0.643,2,2,0,2,10,0,0,12,2,0,221,0
17540,12,8,4,1,0,0.083,0.0,0.333,0.667,3,0,0.25,0.0,1,0,0,1,11,0,0,11,1,0,44,3
17541,7,3,4,2,2,0.286,0.286,0.571,0.429,6,2,0.857,0.286,2,0,0,5,0,0,0,0,7,2,94,2
17542,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,14,9
17543,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,49,49
17544,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,174,17
17545,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,69,17
17546,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,7,7
17547,3,1,2,1,1,0.333,0.333,0.667,0.333,3,1,1.0,0.333,0,0,0,2,0,0,0,0,3,1,11,5
17548,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,3,0,0,0,0,0,3,0,0,52,29
17549,13,11,2,0,0,0.0,0.0,0.154,0.846,1,0,0.077,0.0,0,1,0,0,12,0,0,13,0,0,38,8
17550,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,76,76
17551,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,0,1,0,1,1,0,84,8
17552,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11,11
17553,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15
17554,61,49,12,5,7,0.082,0.115,0.197,0.803,10,10,0.164,0.164,3,1,0,10,5,0,4,44,17,41,175,2
17555,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,20,20
17556,3,2,1,0,0,0.0,0.0,0.333,0.667,1,1,0.333,0.333,0,3,0,0,0,0,0,3,0,0,50,8
17557,5,3,2,0,0,0.0,0.0,0.4,0.6,1,1,0.2,0.2,0,0,0,4,0,0,1,0,5,0,25,9
17558,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,85,85
17559,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16
17560,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,12,6
17561,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,2,0,0,1,0,1,2,0,70,21
17562,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,10,10
17563,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15
17564,8,5,3,1,1,0.125,0.125,0.375,0.625,2,1,0.25,0.125,1,0,0,3,2,0,0,2,6,3,33,3
17565,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
17566,5,0,5,4,0,0.8,0.0,1.0,0.0,4,0,0.8,0.0,3,1,0,3,0,0,1,1,4,0,14,2
17567,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,42,42
17568,5,3,2,0,3,0.0,0.6,0.4,0.6,3,3,0.6,0.6,0,0,0,4,0,0,1,0,5,0,19,6
17569,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,20,20
17570,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
17571,6,6,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,6,0,0,6,0,0,33,22
17572,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,0,2,1,70,12
17573,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,34,3
17574,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,3,3
17575,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,28,28
17576,13,11,2,0,0,0.0,0.0,0.154,0.846,1,0,0.077,0.0,0,1,0,0,8,0,0,11,2,4,87,8
17577,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,33,33
17578,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,22,22
17579,12,6,6,1,1,0.083,0.083,0.5,0.5,3,3,0.25,0.25,1,1,2,5,0,0,3,1,11,1,55,2
17580,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,29,29
17581,8,7,1,0,0,0.0,0.0,0.125,0.875,1,0,0.125,0.0,0,0,0,1,7,0,0,7,1,0,32,10
17582,29,22,7,6,0,0.207,0.0,0.241,0.759,6,0,0.207,0.0,4,1,0,2,20,0,0,24,5,6,114,2
17583,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,12,6
17584,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,1,0,0,2,0,0,13,6
17585,27,20,7,2,0,0.074,0.0,0.259,0.741,5,2,0.185,0.074,0,0,0,0,7,0,0,21,6,20,87,4
17586,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,2,2
17587,3,2,1,0,1,0.0,0.333,0.333,0.667,0,1,0.0,0.333,0,1,0,0,0,0,0,1,2,2,37,22
17588,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,31,10
17589,5,0,5,1,0,0.2,0.0,1.0,0.0,3,0,0.6,0.0,0,0,3,2,0,0,0,0,5,0,40,4
17590,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,18,18
17591,3,3,0,0,1,0.0,0.333,0.0,1.0,1,1,0.333,0.333,0,0,0,3,0,0,0,0,3,0,25,8
17592,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,70,6
17593,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,57,57
17594,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
17595,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,5,5
17596,4,3,1,0,0,0.0,0.0,0.25,0.75,0,2,0.0,0.5,0,0,0,3,0,0,0,0,4,1,37,14
17597,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,0,2,2,29,19
17598,4,3,1,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,0,1,0,0,3,0,0,4,0,0,88,13
17599,20,17,3,0,4,0.0,0.2,0.15,0.85,1,5,0.05,0.25,0,0,0,1,0,0,0,17,3,19,104,9
17600,6,3,3,0,0,0.0,0.0,0.5,0.5,1,0,0.167,0.0,0,0,0,0,2,2,0,5,1,2,128,12
17601,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,30,7
17602,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,58,28
17603,9,4,5,0,2,0.0,0.222,0.556,0.444,1,3,0.111,0.333,0,1,0,4,0,3,0,4,5,1,107,9
17604,5,0,5,5,0,1.0,0.0,1.0,0.0,5,0,1.0,0.0,3,0,0,2,0,0,0,0,5,3,5,2
17605,5,4,1,0,0,0.0,0.0,0.2,0.8,1,0,0.2,0.0,0,1,0,0,4,0,0,5,0,0,20,9
17606,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,0,0,0,0,0,0,0,2,2,58,42
17607,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,24,24
17608,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9
17609,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,27,27
17610,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,7,4
17611,6,4,2,1,0,0.167,0.0,0.333,0.667,1,0,0.167,0.0,1,0,0,0,5,0,0,5,1,1,55,3
17612,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,20,20
17613,18,16,2,1,1,0.056,0.056,0.111,0.889,1,3,0.056,0.167,0,1,0,0,15,0,1,17,1,1,85,6
17614,9,5,4,0,1,0.0,0.111,0.444,0.556,1,2,0.111,0.222,0,6,0,1,0,2,0,8,1,0,85,11
17615,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,100,100
17616,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,6,6
17617,11,5,6,0,0,0.0,0.0,0.545,0.455,2,0,0.182,0.0,0,0,0,0,6,0,0,6,5,5,39,9
17618,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,13,13
17619,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18
17620,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,31,31
17621,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,25,25
17622,4,2,2,0,2,0.0,0.5,0.5,0.5,0,2,0.0,0.5,0,0,0,2,0,0,0,0,4,2,128,16
17623,6,5,1,0,1,0.0,0.167,0.167,0.833,0,3,0.0,0.5,0,1,0,1,0,0,0,5,1,4,102,19
17624,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,52,7
17625,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,1,0,0,0,1,1,0,8,4
17626,3,2,1,1,2,0.333,0.667,0.333,0.667,2,2,0.667,0.667,1,0,0,2,0,0,0,0,3,1,14,2
17627,10,9,1,0,0,0.0,0.0,0.1,0.9,1,1,0.1,0.1,0,2,0,0,8,0,0,10,0,0,77,7
17628,7,7,0,0,1,0.0,0.143,0.0,1.0,0,1,0.0,0.143,0,0,0,6,0,0,0,1,6,1,145,21
17629,5,3,2,4,3,0.8,0.6,0.4,0.6,5,3,1.0,0.6,0,1,0,0,1,0,2,3,2,1,10,4
17630,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7
17631,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,0,0,0,2,0,0,2,0,0,9,2
17632,2,2,0,0,1,0.0,0.5,0.0,1.0,1,2,0.5,1.0,0,0,0,2,0,0,0,0,2,0,17,8
17633,20,7,13,8,4,0.4,0.2,0.65,0.35,16,4,0.8,0.2,2,3,1,9,2,0,1,5,15,4,145,3
17634,18,11,7,3,3,0.167,0.167,0.389,0.611,7,5,0.389,0.278,2,2,0,11,5,0,0,7,11,0,39,2
17635,12,7,5,7,4,0.583,0.333,0.417,0.583,10,5,0.833,0.417,3,2,1,2,0,0,7,2,10,0,48,2
17636,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,11,11
17637,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,53,53
17638,11,3,8,1,2,0.091,0.182,0.727,0.273,5,2,0.455,0.182,2,2,0,5,0,0,0,2,9,4,101,2
17639,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,2,0,0,0,1,0,0,2,0,1,18,5
17640,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,7,7
17641,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,14,7
17642,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,0,0,1,0,1,2,2,8,6
17643,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,13,13
17644,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24,24
17645,5,0,5,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,4,0,5,0,1,86,33
17646,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,7,7
17647,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,4,4
17648,10,6,4,1,6,0.1,0.6,0.4,0.6,6,6,0.6,0.6,1,0,0,6,0,0,0,0,10,4,16,3
17649,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
17650,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,3,3
17651,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,46,46
17652,7,1,6,4,0,0.571,0.0,0.857,0.143,5,0,0.714,0.0,4,2,0,2,0,0,2,2,5,1,61,3
17653,3,3,0,0,1,0.0,0.333,0.0,1.0,1,2,0.333,0.667,0,1,0,0,1,0,0,3,0,1,33,10
17654,11,8,3,0,0,0.0,0.0,0.273,0.727,0,0,0.0,0.0,0,1,0,0,2,0,7,3,8,1,87,19
17655,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,0,2,2,22,17
17656,7,3,4,1,1,0.143,0.143,0.571,0.429,1,1,0.143,0.143,1,2,0,0,0,2,0,7,0,3,129,6
17657,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,82,76
17658,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,1,0,2,0,0,16,9
17659,6,5,1,0,1,0.0,0.167,0.167,0.833,0,1,0.0,0.167,0,0,0,2,0,0,4,0,6,0,144,16
17660,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,55,55
17661,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,1,0,2,0,11,11
17662,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
17663,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,2,1,0,1,0,0,0,1,2,1,15,2
17664,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,2,0,2,0,0,0,2,2,0,41,13
17665,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
17666,9,3,6,4,2,0.444,0.222,0.667,0.333,6,2,0.667,0.222,0,4,0,3,1,0,0,5,4,1,46,4
17667,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,61,61
17668,4,1,3,0,0,0.0,0.0,0.75,0.25,2,0,0.5,0.0,1,1,1,0,0,0,2,1,3,0,51,7
17669,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,4,4
17670,3,2,1,1,2,0.333,0.667,0.333,0.667,1,2,0.333,0.667,1,0,0,2,0,0,0,0,3,1,16,1
17671,54,35,19,7,4,0.13,0.074,0.352,0.648,16,9,0.296,0.167,5,0,3,19,25,0,3,27,27,4,188,2
17672,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,13,13
17673,17,8,9,7,6,0.412,0.353,0.529,0.471,11,6,0.647,0.353,3,1,0,10,0,0,0,2,15,6,97,3
17674,16,12,4,1,2,0.062,0.125,0.25,0.75,4,3,0.25,0.188,4,0,0,0,14,0,0,16,0,2,48,1
17675,18,14,4,0,2,0.0,0.111,0.222,0.778,1,2,0.056,0.111,0,3,1,2,0,4,1,12,6,7,224,6
17676,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14,14
17677,6,3,3,0,1,0.0,0.167,0.5,0.5,2,1,0.333,0.167,0,0,0,2,0,0,3,0,6,1,97,12
17678,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,24,24
17679,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
17680,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,63,13
17681,19,9,10,4,0,0.211,0.0,0.526,0.474,6,0,0.316,0.0,0,4,0,0,9,0,0,19,0,6,74,3
17682,3,1,2,0,0,0.0,0.0,0.667,0.333,1,1,0.333,0.333,0,0,1,1,0,0,0,1,2,1,36,12
17683,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,0,0,0,1,0,2,1,2,49,42
17684,5,3,2,2,1,0.4,0.2,0.4,0.6,3,2,0.6,0.4,1,0,0,4,0,0,0,1,4,1,21,4
17685,6,1,5,0,1,0.0,0.167,0.833,0.167,3,1,0.5,0.167,0,1,0,3,0,0,0,1,5,2,37,7
17686,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,17,17
17687,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,37,37
17688,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,40,10
17689,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,1,2,1,1,0,0,0,2,2,0,17,3
17690,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,1,0,0,1,0,0,30,30
17691,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,2,0,1,32,19
17692,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24,24
17693,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
17694,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,13,13
17695,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,2,0,0,1,0,3,0,11,3
17696,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,2,1,3,62,32
17697,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,27,27
17698,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,1,1,0,1,0,0,0,1,2,1,39,12
17699,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,3,3
17700,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,1,0,1,0,0,0,1,2,1,40,40
17701,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
17702,9,2,7,2,0,0.222,0.0,0.778,0.222,5,0,0.556,0.0,0,0,0,4,0,0,1,2,7,4,43,4
17703,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16
17704,5,2,3,1,0,0.2,0.0,0.6,0.4,1,0,0.2,0.0,0,2,1,0,0,0,1,2,3,1,113,5
17705,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,1,0,2,0,0,0,1,2,0,18,7
17706,4,3,1,0,0,0.0,0.0,0.25,0.75,0,2,0.0,0.5,0,0,0,0,2,0,2,2,2,0,32,12
17707,6,3,3,2,1,0.333,0.167,0.5,0.5,3,3,0.5,0.5,3,2,0,0,4,0,0,6,0,0,43,2
17708,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,28,6
17709,4,2,2,0,0,0.0,0.0,0.5,0.5,2,0,0.5,0.0,1,2,0,1,0,0,0,2,2,1,138,6
17710,5,4,1,1,0,0.2,0.0,0.2,0.8,1,0,0.2,0.0,1,0,0,0,1,1,1,4,1,2,106,2
